cluster_ID,gene_id,PAS_cluster_ID,PAS_ID,delta_usage,usage_direction,padj,lc_gene_padj,chr,PAS,strand,updated_polyA_site
ENSG00000002746.15@chr7:43565993:43566002:+,ENSG00000002746.15,chr7:43565993:43566002:+,chr7:43566000:+,-0.0889432105825091,down,0.00257404237877218,0.000502421372014606,chr7,43566000,+,43566001
ENSG00000002919.15@chr17:48122737:48122756:+,ENSG00000002919.15,chr17:48122737:48122756:+,chr17:48122743:+,0.043064076349451,up,0.00955227575039723,0.0195485096678863,chr17,48122743,+,48122745
ENSG00000002919.15@chr17:48123064:48123077:+,ENSG00000002919.15,chr17:48123064:48123077:+,chr17:48123071:+,-0.0430640763494501,down,0.00955227575039723,0.0195485096678863,chr17,48123071,+,48123066
ENSG00000003056.8@chr12:8940358:8940379:-,ENSG00000003056.8,chr12:8940358:8940379:-,chr12:8940363:-,0.086901409020859,up,0.428300213996145,0.420963274481833,chr12,8940363,-,8940363
ENSG00000003056.8@chr12:8941415:8941419:-,ENSG00000003056.8,chr12:8941415:8941419:-,chr12:8941416:-,-0.0869014090208595,down,0.428300213996145,0.420963274481833,chr12,8941416,-,8941417
ENSG00000003137.9@chr2:72129229:72129238:-,ENSG00000003137.9,chr2:72129229:72129238:-,chr2:72129237:-,0.19296790214001,up,0.00480985051353227,0.0206695041812691,chr2,72129237,-,72129238
ENSG00000003137.9@chr2:72129282:72129311:-,ENSG00000003137.9,chr2:72129282:72129311:-,chr2:72129306:-,-0.19296790214001,down,0.00480985051353227,0.0206695041812691,chr2,72129306,-,72129306
ENSG00000003393.16@chr2:201700551:201700556:-,ENSG00000003393.16,chr2:201700551:201700556:-,chr2:201700553:-,-0.00140485429354908,down,8.88750833769257e-09,0.105172428124328,chr2,201700553,-,201700553
ENSG00000003393.16@chr2:201759453:201759459:-,ENSG00000003393.16,chr2:201759453:201759459:-,chr2:201759454:-,0.0014048542935491,up,0.946327706420495,0.105172428124328,chr2,201759454,-,201759455
ENSG00000003402.21@chr2:201119174:201119182:+,ENSG00000003402.21,chr2:201119174:201119182:+,chr2:201119178:+,0.042442431205629,up,0.0154298001760583,0.537528971050739,chr2,201119178,+,201119178
ENSG00000003402.21@chr2:201141589:201141603:+,ENSG00000003402.21,chr2:201141589:201141603:+,chr2:201141596:+,-0.021632603733845,down,0.267768695708128,0.537528971050739,chr2,201141596,+,201141598
ENSG00000003402.21@chr2:201171730:201171742:+,ENSG00000003402.21,chr2:201171730:201171742:+,chr2:201171732:+,-0.0028218159924014,down,0.704828162625549,0.537528971050739,chr2,201171732,+,201171736
ENSG00000003402.21@chr2:201172659:201172689:+,ENSG00000003402.21,chr2:201172659:201172689:+,chr2:201172673:+,-0.017988011479383,down,0.968201214795375,0.537528971050739,chr2,201172673,+,201172675
ENSG00000003987.14@chr8:17296772:17296804:-,ENSG00000003987.14,chr8:17296772:17296804:-,chr8:17296799:-,0.0649884807197491,up,0.00456210220279157,0.179018889279783,chr8,17296799,-,17296797
ENSG00000003987.14@chr8:17298026:17298034:-,ENSG00000003987.14,chr8:17298026:17298034:-,chr8:17298027:-,-0.009532078680001,down,0.563508471293593,0.179018889279783,chr8,17298027,-,17298028
ENSG00000003987.14@chr8:17298194:17298201:-,ENSG00000003987.14,chr8:17298194:17298201:-,chr8:17298196:-,-0.037715035812546,down,0.128159790663383,0.179018889279783,chr8,17298196,-,17298194
ENSG00000003987.14@chr8:17298318:17298336:-,ENSG00000003987.14,chr8:17298318:17298336:-,chr8:17298335:-,-0.0177413662272019,down,0.0707344369719547,0.179018889279783,chr8,17298335,-,17298334
ENSG00000004139.14@chr17:28398153:28398171:+,ENSG00000004139.14,chr17:28398153:28398171:+,chr17:28398163:+,-0.29273657212637,down,2.05962925429492e-09,0.0163460804653943,chr17,28398163,+,28398167
ENSG00000004139.14@chr17:28404038:28404047:+,ENSG00000004139.14,chr17:28404038:28404047:+,chr17:28404047:+,0.292736572126371,up,2.05962925429492e-09,0.0163460804653943,chr17,28404047,+,28404047
ENSG00000004142.12@chr17:28346618:28346636:-,ENSG00000004142.12,chr17:28346618:28346636:-,chr17:28346633:-,-0.0225948442288101,down,0.0331912895541339,0.000128622178384845,chr17,28346633,-,28346633
ENSG00000004142.12@chr17:28347176:28347193:-,ENSG00000004142.12,chr17:28347176:28347193:-,chr17:28347180:-,0.131642547963333,up,8.72281613076722e-18,0.000128622178384845,chr17,28347180,-,28347181
ENSG00000004142.12@chr17:28347767:28347794:-,ENSG00000004142.12,chr17:28347767:28347794:-,chr17:28347791:-,-0.109047703734522,down,4.49020234883676e-13,0.000128622178384845,chr17,28347791,-,28347792
ENSG00000004455.18@chr1:33007979:33008003:-,ENSG00000004455.18,chr1:33007979:33008003:-,chr1:33007986:-,0.0992918674743192,up,1.35886859682195e-17,8.72030788109222e-06,chr1,33007986,-,33007986
ENSG00000004455.18@chr1:33008875:33008885:-,ENSG00000004455.18,chr1:33008875:33008885:-,chr1:33008882:-,0.052850979619782,up,0.00749902408238651,8.72030788109222e-06,chr1,33008882,-,33008883
ENSG00000004455.18@chr1:33009913:33009922:-,ENSG00000004455.18,chr1:33009913:33009922:-,chr1:33009920:-,0.042303161606782,up,0.00690183612858618,8.72030788109222e-06,chr1,33009920,-,33009920
ENSG00000004455.18@chr1:33010073:33010080:-,ENSG00000004455.18,chr1:33010073:33010080:-,chr1:33010079:-,-0.0098667300408248,down,0.441365579943557,8.72030788109222e-06,chr1,33010079,-,33010078
ENSG00000004455.18@chr1:33013037:33013065:-,ENSG00000004455.18,chr1:33013037:33013065:-,chr1:33013044:-,-0.184579278660058,down,3.02054295455641e-17,8.72030788109222e-06,chr1,33013044,-,33013044
ENSG00000004534.15@chr3:50077239:50077253:+,ENSG00000004534.15,chr3:50077239:50077253:+,chr3:50077248:+,-0.067745216267353,down,1.37321696980207e-23,0.000781576194464358,chr3,50077248,+,50077249
ENSG00000004534.15@chr3:50083067:50083069:+,ENSG00000004534.15,chr3:50083067:50083069:+,chr3:50083069:+,0.0677452162673523,up,7.70561941062775e-18,0.000781576194464358,chr3,50083069,+,50083070
ENSG00000004700.16@chr12:21468907:21468916:-,ENSG00000004700.16,chr12:21468907:21468916:-,chr12:21468910:-,0.132482890281566,up,0.0267653826567972,0.136321717229192,chr12,21468910,-,21468910
ENSG00000004700.16@chr12:21470145:21470153:-,ENSG00000004700.16,chr12:21470145:21470153:-,chr12:21470149:-,-0.132482890281566,down,0.0267653826567972,0.136321717229192,chr12,21470149,-,21470148
ENSG00000004766.17@chr7:93359012:93359029:+,ENSG00000004766.17,chr7:93359012:93359029:+,chr7:93359025:+,-0.114979982979303,down,4.37132453282253e-11,8.66791657544294e-05,chr7,93359025,+,93359026
ENSG00000004766.17@chr7:93359525:93359539:+,ENSG00000004766.17,chr7:93359525:93359539:+,chr7:93359530:+,0.027350579723905,up,0.0448121542566211,8.66791657544294e-05,chr7,93359530,+,93359531
ENSG00000004766.17@chr7:93359996:93360003:+,ENSG00000004766.17,chr7:93359996:93360003:+,chr7:93360001:+,0.044229322618885,up,0.016904120286326,8.66791657544294e-05,chr7,93360001,+,93360004
ENSG00000004766.17@chr7:93360905:93360940:+,ENSG00000004766.17,chr7:93360905:93360940:+,chr7:93360932:+,0.0434000806365133,up,0.00328225122873597,8.66791657544294e-05,chr7,93360932,+,93360932
ENSG00000004864.14@chr7:96120215:96120227:-,ENSG00000004864.14,chr7:96120215:96120227:-,chr7:96120220:-,0.12379919898394,up,7.99755209169547e-06,0.00879627863092793,chr7,96120220,-,96120220
ENSG00000004864.14@chr7:96120412:96120421:-,ENSG00000004864.14,chr7:96120412:96120421:-,chr7:96120414:-,-0.12379919898394,down,7.99755209169547e-06,0.00879627863092793,chr7,96120414,-,96120415
ENSG00000004866.22@chr7:117230018:117230026:+,ENSG00000004866.22,chr7:117230018:117230026:+,chr7:117230019:+,-0.0113832769108793,down,0.798915508418186,0.201829205167975,chr7,117230019,+,117230023
ENSG00000004866.22@chr7:117230073:117230105:+,ENSG00000004866.22,chr7:117230073:117230105:+,chr7:117230101:+,0.111524565065092,up,0.0280354190609677,0.201829205167975,chr7,117230101,+,117230103
ENSG00000004866.22@chr7:117230167:117230176:+,ENSG00000004866.22,chr7:117230167:117230176:+,chr7:117230174:+,-0.100141288154212,down,0.0287751125381732,0.201829205167975,chr7,117230174,+,117230176
ENSG00000004897.12@chr17:47117697:47117710:-,ENSG00000004897.12,chr17:47117697:47117710:-,chr17:47117704:-,0.0282794778440107,up,0.453500934704015,0.000333423729692648,chr17,47117704,-,47117703
ENSG00000004897.12@chr17:47117934:47117947:-,ENSG00000004897.12,chr17:47117934:47117947:-,chr17:47117946:-,0.147896124479341,up,2.62455503690071e-08,0.000333423729692648,chr17,47117946,-,47117944
ENSG00000004897.12@chr17:47120434:47120445:-,ENSG00000004897.12,chr17:47120434:47120445:-,chr17:47120436:-,-0.176175602323352,down,1.04402054085147e-16,0.000333423729692648,chr17,47120436,-,47120435
ENSG00000004961.15@chrX:11121861:11121882:+,ENSG00000004961.15,chrX:11121861:11121882:+,chrX:11121877:+,-0.078991276326766,down,2.01596866534544e-07,0.00360832367552469,chrX,11121877,+,11121879
ENSG00000004961.15@chrX:11123068:11123109:+,ENSG00000004961.15,chrX:11123068:11123109:+,chrX:11123074:+,0.078991276326766,up,2.01596866534544e-07,0.00360832367552469,chrX,11123074,+,11123074
ENSG00000005020.13@chr7:26665949:26665957:-,ENSG00000005020.13,chr7:26665949:26665957:-,chr7:26665950:-,0.0987541071730569,up,6.97105912350116e-09,0.000297549513951867,chr7,26665950,-,26665951
ENSG00000005020.13@chr7:26667046:26667072:-,ENSG00000005020.13,chr7:26667046:26667072:-,chr7:26667070:-,-0.098754107173057,down,6.97105912350116e-09,0.000297549513951867,chr7,26667070,-,26667068
ENSG00000005022.6@chrX:119471309:119471334:+,ENSG00000005022.6,chrX:119471309:119471334:+,chrX:119471316:+,-0.0868712315538151,down,8.60751113799387e-40,0.000106310172631807,chrX,119471316,+,119471319
ENSG00000005022.6@chrX:119472942:119472952:+,ENSG00000005022.6,chrX:119472942:119472952:+,chrX:119472949:+,0.0868712315538151,up,8.60751113799387e-40,0.000106310172631807,chrX,119472949,+,119472950
ENSG00000005156.12@chr17:35004799:35004804:+,ENSG00000005156.12,chr17:35004799:35004804:+,chr17:35004804:+,0.101516814239113,up,0.0455493239296131,0.0492870631847969,chr17,35004804,+,35004805
ENSG00000005156.12@chr17:35005056:35005067:+,ENSG00000005156.12,chr17:35005056:35005067:+,chr17:35005064:+,-0.101516814239112,down,0.0455493239296131,0.0492870631847969,chr17,35005064,+,35005064
ENSG00000005175.10@chr12:47661931:47661943:-,ENSG00000005175.10,chr12:47661931:47661943:-,chr12:47661938:-,-0.06809436594524,down,0.160729216757097,0.0761580037986087,chr12,47661938,-,47661936
ENSG00000005175.10@chr12:47662244:47662257:-,ENSG00000005175.10,chr12:47662244:47662257:-,chr12:47662252:-,0.0606862444545971,up,0.0199673858735661,0.0761580037986087,chr12,47662252,-,47662252
ENSG00000005175.10@chr12:47663280:47663297:-,ENSG00000005175.10,chr12:47663280:47663297:-,chr12:47663291:-,0.00740812149064296,up,0.921803781255003,0.0761580037986087,chr12,47663291,-,47663291
ENSG00000005194.15@chr16:57428167:57428195:-,ENSG00000005194.15,chr16:57428167:57428195:-,chr16:57428189:-,0.317467129425979,up,9.49793170771388e-59,0.00978623006827086,chr16,57428189,-,57428189
ENSG00000005194.15@chr16:57428542:57428555:-,ENSG00000005194.15,chr16:57428542:57428555:-,chr16:57428552:-,-0.317467129425979,down,9.49793170771388e-59,0.00978623006827086,chr16,57428552,-,57428550
ENSG00000005206.17@chr19:2353924:2353936:+,ENSG00000005206.17,chr19:2353924:2353936:+,chr19:2353928:+,-0.141306694096258,down,3.09837507747957e-15,0.126917835122254,chr19,2353928,+,2353928
ENSG00000005206.17@chr19:2354794:2354808:+,ENSG00000005206.17,chr19:2354794:2354808:+,chr19:2354801:+,0.141306694096258,up,3.09837507747957e-15,0.126917835122254,chr19,2354801,+,2354800
ENSG00000005249.13@chr7:107161414:107161440:+,ENSG00000005249.13,chr7:107161414:107161440:+,chr7:107161421:+,-0.0849976750674085,down,3.30309512819071e-07,0.00182194379399707,chr7,107161421,+,107161421
ENSG00000005249.13@chr7:107161498:107161525:+,ENSG00000005249.13,chr7:107161498:107161525:+,chr7:107161499:+,0.031860300984389,up,0.167089853355401,0.00182194379399707,chr7,107161499,+,107161503
ENSG00000005249.13@chr7:107161792:107161817:+,ENSG00000005249.13,chr7:107161792:107161817:+,chr7:107161809:+,0.05313737408302,up,0.0659069333777828,0.00182194379399707,chr7,107161809,+,107161811
ENSG00000005302.19@chrX:11767974:11767977:+,ENSG00000005302.19,chrX:11767974:11767977:+,chrX:11767977:+,-0.119526709306927,down,0.000314760762290267,0.0280207375186298,chrX,11767977,+,11767977
ENSG00000005302.19@chrX:11769094:11769103:+,ENSG00000005302.19,chrX:11769094:11769103:+,chrX:11769099:+,0.062303740632976,up,0.171275025584729,0.0280207375186298,chrX,11769099,+,11769102
ENSG00000005302.19@chrX:11775746:11775760:+,ENSG00000005302.19,chrX:11775746:11775760:+,chrX:11775751:+,0.057222968673951,up,0.156738312054888,0.0280207375186298,chrX,11775751,+,11775753
ENSG00000005339.15@chr16:3725048:3725072:-,ENSG00000005339.15,chr16:3725048:3725072:-,chr16:3725066:-,0.102243852030949,up,7.34373053008284e-08,0.0218562474933648,chr16,3725066,-,3725066
ENSG00000005339.15@chr16:3726563:3726671:-,ENSG00000005339.15,chr16:3726563:3726671:-,chr16:3726652:-,-0.092330475900649,down,1.34903800984807e-06,0.0218562474933648,chr16,3726652,-,3726651
ENSG00000005339.15@chr16:3726813:3726822:-,ENSG00000005339.15,chr16:3726813:3726822:-,chr16:3726820:-,-0.00991337613030001,down,0.44169418828805,0.0218562474933648,chr16,3726820,-,3726816
ENSG00000005436.14@chr2:75662700:75662709:-,ENSG00000005436.14,chr2:75662700:75662709:-,chr2:75662707:-,0.098739850658009,up,0.232231178356926,0.208574866371621,chr2,75662707,-,75662705
ENSG00000005436.14@chr2:75664417:75664439:-,ENSG00000005436.14,chr2:75664417:75664439:-,chr2:75664435:-,-0.09873985065801,down,0.232231178356926,0.208574866371621,chr2,75664435,-,75664433
ENSG00000005483.23@chr7:105102644:105102663:+,ENSG00000005483.23,chr7:105102644:105102663:+,chr7:105102648:+,0.0609653894059306,up,6.01129134764484e-08,5.99188626993733e-05,chr7,105102648,+,105102649
ENSG00000005483.23@chr7:105114026:105114036:+,ENSG00000005483.23,chr7:105114026:105114036:+,chr7:105114029:+,-0.00816543991877029,down,0.548875847891727,5.99188626993733e-05,chr7,105114029,+,105114031
ENSG00000005483.23@chr7:105114075:105114107:+,ENSG00000005483.23,chr7:105114075:105114107:+,chr7:105114084:+,-0.102867564738037,down,1.13812598437497e-06,5.99188626993733e-05,chr7,105114084,+,105114085
ENSG00000005483.23@chr7:105116239:105116248:+,ENSG00000005483.23,chr7:105116239:105116248:+,chr7:105116242:+,0.0500676152508776,up,6.06991193058044e-05,5.99188626993733e-05,chr7,105116242,+,105116244
ENSG00000005700.15@chr6:82169977:82170006:-,ENSG00000005700.15,chr6:82169977:82170006:-,chr6:82169988:-,0.076421064711659,up,4.64438711304402e-07,0.00933621159377327,chr6,82169988,-,82169987
ENSG00000005700.15@chr6:82170234:82170261:-,ENSG00000005700.15,chr6:82170234:82170261:-,chr6:82170238:-,-0.076421064711658,down,4.64438711304402e-07,0.00933621159377327,chr6,82170238,-,82170238
ENSG00000005801.18@chr11:3347063:3347066:-,ENSG00000005801.18,chr11:3347063:3347066:-,chr11:3347064:-,0.0989660331533871,up,1.20486437069359e-18,2.8894376487675e-06,chr11,3347064,-,3347064
ENSG00000005801.18@chr11:3351785:3351813:-,ENSG00000005801.18,chr11:3351785:3351813:-,chr11:3351786:-,0.114076764164273,up,5.15524068932866e-21,2.8894376487675e-06,chr11,3351786,-,3351787
ENSG00000005801.18@chr11:3357924:3357929:-,ENSG00000005801.18,chr11:3357924:3357929:-,chr11:3357927:-,-0.035169510564827,down,0.0312656348695432,2.8894376487675e-06,chr11,3357927,-,3357927
ENSG00000005801.18@chr11:3358381:3358405:-,ENSG00000005801.18,chr11:3358381:3358405:-,chr11:3358386:-,-0.177873286752832,down,1.16912910853338e-14,2.8894376487675e-06,chr11,3358386,-,3358386
ENSG00000005810.20@chr13:77039375:77039383:-,ENSG00000005810.20,chr13:77039375:77039383:-,chr13:77039376:-,0.135640193353348,up,1.37282238265998e-35,0.000574840810712192,chr13,77039376,-,77039376
ENSG00000005810.20@chr13:77044653:77044676:-,ENSG00000005810.20,chr13:77044653:77044676:-,chr13:77044657:-,-0.132056960260098,down,9.52397450028123e-12,0.000574840810712192,chr13,77044657,-,77044657
ENSG00000005810.20@chr13:77044744:77044799:-,ENSG00000005810.20,chr13:77044744:77044799:-,chr13:77044795:-,-0.003583233093249,down,0.107115980754206,0.000574840810712192,chr13,77044795,-,77044789
ENSG00000005812.11@chr13:76999135:76999146:-,ENSG00000005812.11,chr13:76999135:76999146:-,chr13:76999144:-,-0.258430079548381,down,4.27204890329648e-10,7.93238165414733e-06,chr13,76999144,-,76999144
ENSG00000005812.11@chr13:77005248:77005265:-,ENSG00000005812.11,chr13:77005248:77005265:-,chr13:77005260:-,0.333545458668643,up,6.96151821212777e-09,7.93238165414733e-06,chr13,77005260,-,77005260
ENSG00000005812.11@chr13:77005899:77005913:-,ENSG00000005812.11,chr13:77005899:77005913:-,chr13:77005908:-,0.0193523827186877,up,1,7.93238165414733e-06,chr13,77005908,-,77005909
ENSG00000005812.11@chr13:77006248:77006257:-,ENSG00000005812.11,chr13:77006248:77006257:-,chr13:77006249:-,0.0749202961399224,up,0.036850412271713,7.93238165414733e-06,chr13,77006249,-,77006250
ENSG00000005812.11@chr13:77007070:77007080:-,ENSG00000005812.11,chr13:77007070:77007080:-,chr13:77007078:-,-0.169388057978873,down,8.81343214885072e-06,7.93238165414733e-06,chr13,77007078,-,77007078
ENSG00000005882.12@chr17:50106250:50106267:+,ENSG00000005882.12,chr17:50106250:50106267:+,chr17:50106255:+,0.195030899906065,up,0.00105743648004709,0.0132335689941013,chr17,50106255,+,50106256
ENSG00000005882.12@chr17:50106362:50106372:+,ENSG00000005882.12,chr17:50106362:50106372:+,chr17:50106369:+,0.078537171419652,up,0.253126303243067,0.0132335689941013,chr17,50106369,+,50106371
ENSG00000005882.12@chr17:50111049:50111058:+,ENSG00000005882.12,chr17:50111049:50111058:+,chr17:50111056:+,-0.273568071325717,down,1.27197033852954e-08,0.0132335689941013,chr17,50111056,+,50111059
ENSG00000005889.16@chrX:24214501:24214516:+,ENSG00000005889.16,chrX:24214501:24214516:+,chrX:24214507:+,-0.023485798024658,down,0.678845282564051,0.649444152039947,chrX,24214507,+,24214508
ENSG00000005889.16@chrX:24216078:24216090:+,ENSG00000005889.16,chrX:24216078:24216090:+,chrX:24216083:+,0.023485798024658,up,0.678845282564051,0.649444152039947,chrX,24216083,+,24216085
ENSG00000005893.16@chrX:120426141:120426154:-,ENSG00000005893.16,chrX:120426141:120426154:-,chrX:120426148:-,0.17183549891953,up,1.91111780933966e-22,0.000604641105717495,chrX,120426148,-,120426148
ENSG00000005893.16@chrX:120426207:120426224:-,ENSG00000005893.16,chrX:120426207:120426224:-,chrX:120426222:-,-0.02451837333965,down,0.519578837951067,0.000604641105717495,chrX,120426222,-,120426222
ENSG00000005893.16@chrX:120436491:120436503:-,ENSG00000005893.16,chrX:120436491:120436503:-,chrX:120436500:-,-0.14731712557988,down,7.31370844263202e-28,0.000604641105717495,chrX,120436500,-,120436501
ENSG00000006007.12@chr16:19501682:19501707:-,ENSG00000006007.12,chr16:19501682:19501707:-,chr16:19501703:-,0.121663422862294,up,1.15766361502316e-05,0.00125057244608872,chr16,19501703,-,19501704
ENSG00000006007.12@chr16:19502012:19502024:-,ENSG00000006007.12,chr16:19502012:19502024:-,chr16:19502022:-,-0.121663422862294,down,1.98462422297877e-09,0.00125057244608872,chr16,19502022,-,19502023
ENSG00000006125.18@chr17:35724077:35724095:+,ENSG00000006125.18,chr17:35724077:35724095:+,chr17:35724085:+,-0.04610463149547,down,0.0573925996148952,0.101793942500544,chr17,35724085,+,35724089
ENSG00000006125.18@chr17:35726406:35726418:+,ENSG00000006125.18,chr17:35726406:35726418:+,chr17:35726409:+,0.04610463149547,up,0.00912744997112468,0.101793942500544,chr17,35726409,+,35726413
ENSG00000006194.11@chr16:3291450:3291461:+,ENSG00000006194.11,chr16:3291450:3291461:+,chr16:3291456:+,0.10386334641071,up,5.94237362792069e-05,0.00305512223958542,chr16,3291456,+,3291460
ENSG00000006194.11@chr16:3301393:3301410:+,ENSG00000006194.11,chr16:3301393:3301410:+,chr16:3301401:+,-0.103863346410709,down,5.94237362792069e-05,0.00305512223958542,chr16,3301401,+,3301401
ENSG00000006432.16@chr14:70722523:70722533:-,ENSG00000006432.16,chr14:70722523:70722533:-,chr14:70722526:-,0.0315801563853899,up,0.0845535746540196,0.335652258204036,chr14,70722526,-,70722526
ENSG00000006432.16@chr14:70729650:70729667:-,ENSG00000006432.16,chr14:70729650:70729667:-,chr14:70729659:-,-0.03158015638539,down,0.0845535746540196,0.335652258204036,chr14,70729659,-,70729660
ENSG00000006453.14@chr7:98291645:98291655:-,ENSG00000006453.14,chr7:98291645:98291655:-,chr7:98291650:-,-0.048096481448884,down,0.339531800847906,0.491562047296792,chr7,98291650,-,98291650
ENSG00000006453.14@chr7:98293237:98293250:-,ENSG00000006453.14,chr7:98293237:98293250:-,chr7:98293243:-,0.048096481448884,up,0.339531800847906,0.491562047296792,chr7,98293243,-,98293243
ENSG00000006459.11@chr7:140084741:140084771:-,ENSG00000006459.11,chr7:140084741:140084771:-,chr7:140084747:-,-0.087102219468368,down,0.00794295008055776,0.0388302712791678,chr7,140084747,-,140084746
ENSG00000006459.11@chr7:140084843:140084862:-,ENSG00000006459.11,chr7:140084843:140084862:-,chr7:140084856:-,0.087102219468367,up,0.00794295008055776,0.0388302712791678,chr7,140084856,-,140084855
