gene_id,gene_name,gene_type,seqnames,strand,lc_gene_padj,PAS_ID_down,PAS_ID_up,PAS_cluster_ID_down,PAS_cluster_ID_up,Feature_down,Feature_up,Scramble-7d_usage_down,Scramble-7d_usage_up,TDP43KD-7d_usage_down,TDP43KD-7d_usage_up,delta_usage_down,delta_usage_up,APA_log2FC_down,APA_log2FC_up,fisher_PAS_padj_down,fisher_PAS_padj_up,polyA_site_up,polyA_site_down,APA_direction,fisher_APA_sig,leafcutter_APA_sig,delta_usage_plotting,APA_log2FC_plotting,lc_label,fisher_padj,fisher_label,NegLog10FisherPadj
ENSG00000005339,CREBBP,protein_coding,chr16,-,0.0218562474933648,chr16:3726652:-,chr16:3725066:-,chr16:3726563:3726671:-,chr16:3725048:3725072:-,three_prime_utr,three_prime_utr,0.525907776651271,0.394368639930908,0.433577300750622,0.496612491961857,-0.092330475900649,0.102243852030949,-0.272799211267103,0.325211535201689,1.34903800984807e-06,7.34373053008284e-08,3725066,3726652,longer,longer,longer,0.102243852030949,0.325211535201689,no,7.34373053008284e-08,no,7.13408326746111
ENSG00000005436,GCFC2,protein_coding,chr2,-,0.208574866371621,chr2:75664435:-,chr2:75662707:-,chr2:75664417:75664439:-,chr2:75662700:75662709:-,three_prime_utr,three_prime_utr,0.578421578421579,0.421578421578422,0.479681727763569,0.520318272236431,-0.09873985065801,0.098739850658009,-0.265005790062891,0.297235724173244,0.232231178356926,0.232231178356926,75662707,75664435,longer,no,no,0.098739850658009,0.297235724173244,no,0.232231178356926,no,0.63407947417808
ENSG00000005483,KMT2E,protein_coding,chr7,+,5.99188626993733e-05,chr7:105114084:+,chr7:105102648:+,chr7:105114075:105114107:+,chr7:105102644:105102663:+,three_prime_utr,three_prime_utr,0.841357122683792,0.0249123271385879,0.738489557945755,0.0858777165445185,-0.102867564738037,0.0609653894059306,-0.185782243167754,1.45745902438617,1.13812598437497e-06,6.01129134764484e-08,105102648,105114084,shorter,shorter,shorter,-0.0609653894059306,-1.45745902438617,no,6.01129134764484e-08,no,7.22103222268716
ENSG00000005700,IBTK,protein_coding,chr6,-,0.00933621159377327,chr6:82170238:-,chr6:82169988:-,chr6:82170234:82170261:-,chr6:82169977:82170006:-,three_prime_utr,three_prime_utr,0.918144488911651,0.081855511088349,0.841723424199993,0.158276575800008,-0.076421064711658,0.076421064711659,-0.123964386913802,0.873396179688867,4.64438711304402e-07,4.64438711304402e-07,82169988,82170238,longer,longer,longer,0.076421064711659,0.873396179688867,no,4.64438711304402e-07,no,6.33307158866383
ENSG00000005801,ZNF195,protein_coding,chr11,-,2.8894376487675e-06,chr11:3358386:-,chr11:3351786:-,chr11:3358381:3358405:-,chr11:3351785:3351813:-,three_prime_utr,intron,0.829119865492843,0.0117639274844515,0.651246578740011,0.125840691648724,-0.177873286752832,0.114076764164273,-0.343688556785902,2.64190487797802,1.16912910853338e-14,5.15524068932866e-21,3351786,3358386,longer,longer,longer,0.114076764164273,2.64190487797802,no,5.15524068932866e-21,no,20.2877510534441
ENSG00000005810,MYCBP2,protein_coding,chr13,-,0.000574840810712192,chr13:77044657:-,chr13:77039376:-,chr13:77044653:77044676:-,chr13:77039375:77039383:-,three_prime_utr,3UTRext_stringtie,0.889690437720329,0.00434782608695652,0.757633477460231,0.139988019440304,-0.132056960260098,0.135640193353348,-0.229011058805272,3.38594319907809,9.52397450028123e-12,1.37282238265998e-35,77039376,77044657,longer,longer,longer,0.135640193353348,3.38594319907809,no,1.37282238265998e-35,no,34.8623856486486
ENSG00000005812,FBXL3,protein_coding,chr13,-,7.93238165414733e-06,chr13:76999144:-,chr13:77005260:-,chr13:76999135:76999146:-,chr13:77005248:77005265:-,exon,three_prime_utr,0.324089542265286,0.329998391308114,0.0656594627169055,0.663543849976757,-0.258430079548381,0.333545458668643,-2.14264238738637,0.986243952746931,4.27204890329648e-10,6.96151821212777e-09,77005260,76999144,shorter,shorter,shorter,-0.333545458668643,-0.986243952746931,no,4.27204890329648e-10,no,9.36936378446493
ENSG00000005882,PDK2,protein_coding,chr17,+,0.0132335689941013,chr17:50111056:+,chr17:50106255:+,chr17:50111049:50111058:+,chr17:50106250:50106267:+,three_prime_utr,exon,0.341363211951447,0.449346405228758,0.0677951406257295,0.644377305134823,-0.273568071325717,0.195030899906065,-2.17521120073539,0.510540175717427,1.27197033852954e-08,0.00105743648004709,50106255,50111056,shorter,shorter,shorter,-0.195030899906065,-0.510540175717427,no,1.27197033852954e-08,no,7.89552301601712
ENSG00000005889,ZFX,protein_coding,chrX,+,0.649444152039947,chrX:24214507:+,chrX:24216083:+,chrX:24214501:24214516:+,chrX:24216078:24216090:+,three_prime_utr,three_prime_utr,0.290200577200577,0.709799422799423,0.266714779175919,0.733285220824081,-0.023485798024658,0.023485798024658,-0.117527051343398,0.0463209769708339,0.678845282564051,0.678845282564051,24216083,24214507,longer,no,no,0.023485798024658,0.0463209769708339,no,0.678845282564051,no,0.168229195653467
ENSG00000005893,LAMP2,protein_coding,chrX,-,0.000604641105717495,chrX:120436500:-,chrX:120426148:-,chrX:120436491:120436503:-,chrX:120426141:120426154:-,three_prime_utr,three_prime_utr,0.292117212686986,0.50248196596579,0.144800087107106,0.67431746488532,-0.14731712557988,0.17183549891953,-0.964702098553218,0.417164530091958,7.31370844263202e-28,1.91111780933966e-22,120426148,120436500,longer,longer,longer,0.17183549891953,0.417164530091958,no,7.31370844263202e-28,no,27.1358623565875
ENSG00000006007,GDE1,protein_coding,chr16,-,0.00125057244608872,chr16:19502022:-,chr16:19501703:-,chr16:19502012:19502024:-,chr16:19501682:19501707:-,three_prime_utr,three_prime_utr,0.404674742144105,0.595325257855895,0.283011319281811,0.716988680718189,-0.121663422862294,0.121663422862294,-0.501023777017894,0.264222351096429,1.98462422297877e-09,1.15766361502316e-05,19501703,19502022,longer,longer,longer,0.121663422862294,0.264222351096429,no,1.98462422297877e-09,no,8.70232171224397
ENSG00000006125,AP2B1,protein_coding,chr17,+,0.101793942500544,chr17:35724085:+,chr17:35726409:+,chr17:35724077:35724095:+,chr17:35726406:35726418:+,three_prime_utr,three_prime_utr,0.177087933019905,0.822912066980095,0.130983301524435,0.869016698475565,-0.04610463149547,0.04610463149547,-0.408192213514147,0.0777263781742551,0.0573925996148952,0.00912744997112468,35726409,35724085,longer,no,no,0.04610463149547,0.0777263781742551,no,0.0573925996148952,no,1.24114410330959
ENSG00000006194,ZNF263,protein_coding,chr16,+,0.00305512223958542,chr16:3301401:+,chr16:3291456:+,chr16:3301393:3301410:+,chr16:3291450:3291461:+,three_prime_utr,three_prime_utr,0.213831984403541,0.786168015596459,0.109968637992832,0.890031362007169,-0.103863346410709,0.10386334641071,-0.899758896395964,0.176902358387458,5.94237362792069e-05,5.94237362792069e-05,3291456,3301401,shorter,shorter,shorter,-0.10386334641071,-0.176902358387458,no,5.94237362792069e-05,no,4.22604004532217
ENSG00000006432,MAP3K9,protein_coding,chr14,-,0.335652258204036,chr14:70729659:-,chr14:70722526:-,chr14:70729650:70729667:-,chr14:70722523:70722533:-,three_prime_utr,three_prime_utr,0.157860611411544,0.842139388588456,0.126280455026154,0.873719544973846,-0.03158015638539,0.0315801563853899,-0.30068507120799,0.0524991537541392,0.0845535746540196,0.0845535746540196,70722526,70729659,longer,no,no,0.0315801563853899,0.0524991537541392,no,0.0845535746540196,no,1.07286802709996
ENSG00000006453,BAIAP2L1,protein_coding,chr7,-,0.491562047296792,chr7:98291650:-,chr7:98293243:-,chr7:98291645:98291655:-,chr7:98293237:98293250:-,three_prime_utr,three_prime_utr,0.463618983355825,0.536381016644175,0.415522501906941,0.584477498093059,-0.048096481448884,0.048096481448884,-0.15449148291501,0.121714842948626,0.339531800847906,0.339531800847906,98293243,98291650,shorter,no,no,-0.048096481448884,-0.121714842948626,no,0.339531800847906,no,0.46911954307428
ENSG00000006459,KDM7A,protein_coding,chr7,-,0.0388302712791678,chr7:140084747:-,chr7:140084856:-,chr7:140084741:140084771:-,chr7:140084843:140084862:-,three_prime_utr,three_prime_utr,0.450874014747013,0.549125985252988,0.363771795278645,0.636228204721355,-0.087102219468368,0.087102219468367,-0.302214719337789,0.208870323157289,0.00794295008055776,0.00794295008055776,140084856,140084747,shorter,shorter,shorter,-0.087102219468367,-0.208870323157289,no,0.00794295008055776,no,2.10001816687355
ENSG00000006468,ETV1,protein_coding,chr7,-,0.0817520562728399,chr7:13900369:-,chr7:13893271:-,chr7:13900368:13900372:-,chr7:13893265:13893281:-,intron,three_prime_utr,0.0749636493847523,0.81857262389609,0.0230749524227785,0.882868540477236,-0.0518886969619738,0.064295916581146,-1.36110665331672,0.107819624623475,0.0233831348538055,0.0615938677560667,13893271,13900369,longer,no,no,0.064295916581146,0.107819624623475,no,0.0615938677560667,no,1.21046252374906
ENSG00000006530,AGK,protein_coding,chr7,+,0.12031095036545,chr7:141653898:+,chr7:141654410:+,chr7:141653895:141653910:+,chr7:141654390:141654411:+,three_prime_utr,three_prime_utr,0.283041169366297,0.0994476413753907,0.18710857200018,0.131136976395654,-0.095932597366117,0.0316893350202633,-0.572112844462447,0.366855143896458,0.0046132367009593,0.0793608421554744,141654410,141653898,longer,no,no,0.0316893350202633,0.366855143896458,no,0.0793608421554744,no,1.10039373221559
ENSG00000006576,PHTF2,protein_coding,chr7,+,0.0538335349203757,chr7:77957223:+,chr7:77957502:+,chr7:77957217:77957228:+,chr7:77957495:77957503:+,three_prime_utr,three_prime_utr,0.957880866565903,0.0421191334340968,0.939003867427314,0.0609961325726861,-0.018876999138589,0.0188769991385893,-0.0284155149989682,0.445927340774513,0.046371959494501,0.224296334968585,77957502,77957223,longer,no,no,0.0188769991385893,0.445927340774513,no,0.224296334968585,no,0.649177822787624
ENSG00000006607,FARP2,protein_coding,chr2,+,0.0614458862546795,chr2:241494840:+,chr2:241454749:+,chr2:241494831:241494846:+,chr2:241454745:241454772:+,three_prime_utr,intron,0.453089618942211,0.143471236385139,0.29531584386014,0.193745166630335,-0.157773775082071,0.050273930245196,-0.600988958821061,0.408797544549807,0.0662512300500614,0.0256091215474463,241454749,241494840,shorter,no,no,-0.050273930245196,-0.408797544549807,no,0.0662512300500614,no,1.1788060540101
ENSG00000006715,VPS41,protein_coding,chr7,-,0.0297586196982834,chr7:38725553:-,chr7:38723983:-,chr7:38725547:38725561:-,chr7:38723980:38723991:-,three_prime_utr,three_prime_utr,0.844189021679114,0.0579944563714158,0.781403965796024,0.119489360641757,-0.06278505588309,0.0614949042703412,-0.110141061301032,0.929344532765078,0.00493413624887834,1.11980415021412e-10,38723983,38725553,longer,longer,longer,0.0614949042703412,0.929344532765078,no,1.11980415021412e-10,no,9.9508579272574
