PAS_ID,padj,delta_usage,closest,xlinksite_GT_content,delta_usage_bin
chr1:23759905:+,6.82361019937348e-14,-0.293279275641868,126,0.509803921568627,2_decrease
chr1:23762058:+,2.68721332255031e-15,0.293279275641868,-59.5,0.568627450980392,1_increase
chr1:24842024:+,8.67142692240404e-07,-0.129560415668401,486,0.529411764705882,2_decrease
chr1:24844316:+,0.00487739567442856,0.144371249199875,-117,0.568627450980392,1_increase
chr1:25362359:+,9.79135063153926e-08,0.123493514881514,-88,0.352941176470588,1_increase
chr1:27308241:+,3.68840613401003e-08,-0.104801338937599,218.5,0.607843137254902,2_decrease
chr1:27308562:+,3.96998046347003e-06,0.104801338937599,-102.5,0.607843137254902,1_increase
chr1:28577759:+,5.05882270461845e-20,-0.161393247072604,301,0.549019607843137,2_decrease
chr1:28578544:+,1.08809048706688e-23,0.161393247072604,-53,0.607843137254902,1_increase
chr1:28717991:+,0.000292756100827578,-0.115275276503866,176,0.647058823529412,2_decrease
chr1:32171437:+,1.5103321669782e-21,-0.150484828480801,486.5,0.686274509803922,2_decrease
chr1:32176563:+,0.000140153681862487,0.123909415409986,-48,0.470588235294118,1_increase
chr1:32494685:+,0.0200412389404593,-0.124303862689792,-184,0.647058823529412,2_decrease
chr1:32496683:+,0.0200412389404593,0.124303862689792,-64,0.725490196078431,1_increase
chr1:32680651:+,2.31619714230302e-65,-0.373808850835144,394.5,0.627450980392157,2_decrease
chr1:32686209:+,2.30311815447518e-80,0.373808850835144,-30.5,0.588235294117647,1_increase
chr1:32768895:+,1.04775125623098e-09,-0.118137381039854,509,0.470588235294118,2_decrease
chr1:32774970:+,2.30652738582354e-09,0.144899759636309,-34,0.509803921568627,1_increase
chr1:33120529:+,2.61544893744661e-38,-0.397525523043254,-209,0.431372549019608,2_decrease
chr1:35421333:+,1.67601236598427e-08,-0.12885962763844,405.5,0.686274509803922,2_decrease
chr1:35421938:+,0.000883076598983698,0.146827663939641,-199.5,0.686274509803922,1_increase
chr1:35855431:+,0.00610909412357619,-0.114258753415583,57,0.627450980392157,2_decrease
chr1:35924296:+,1.00186555309442e-12,-0.104306105091801,506,0.607843137254902,2_decrease
chr1:35930529:+,1.15454702298315e-21,0.184929971108555,-191,0.509803921568627,1_increase
chr1:36072033:+,0.00217348191509168,-0.170883425905523,146,0.549019607843137,2_decrease
chr1:36072497:+,0.000878286958118609,0.228515517486992,-318,0.549019607843137,1_increase
chr1:39753698:+,0.000240051462191832,-0.158565220628481,263,0.470588235294118,2_decrease
chr1:43451159:+,8.14180531075724e-17,-0.264566601957986,-376.5,0.450980392156863,2_decrease
chr1:46362190:+,0.0025261466634669,-0.18531517133212,472.5,0.607843137254902,2_decrease
chr1:46365018:+,0.0025261466634669,0.18531517133212,98.5,0.666666666666667,1_increase
chr1:52160777:+,0.00101866686244255,-0.146031746031746,97,0.588235294117647,2_decrease
chr1:52417020:+,0.00477660714629294,-0.110778931427395,391.5,0.549019607843137,2_decrease
chr1:52420833:+,2.67382834532312e-15,0.209144913181385,-35,0.588235294117647,1_increase
chr1:54742634:+,0.000661712439803473,-0.1489650867119,-315.5,0.529411764705882,2_decrease
chr1:56714815:+,0.00015245236339405,-0.163524151027618,295,0.725490196078431,2_decrease
chr1:56715334:+,0.00015245236339405,0.163524151027619,-224,0.725490196078431,1_increase
chr1:81992422:+,8.27195424046823e-05,-0.130657470500542,-30,0.549019607843137,2_decrease
chr1:84238495:+,4.61824712888671e-05,-0.102637795514978,-68,0.509803921568627,2_decrease
chr1:86743319:+,2.13361133626669e-43,-0.197675004382458,486.5,0.764705882352941,2_decrease
chr1:86748183:+,2.73069322475599e-37,0.251218953979379,-131,0.529411764705882,1_increase
chr1:87347103:+,1.34827984191426e-29,-0.290974594444205,421,0.607843137254902,2_decrease
chr1:87348921:+,7.26828684370712e-71,0.35769354408634,-199.5,0.607843137254902,1_increase
chr1:90028222:+,2.0773948090438e-07,-0.141688705444609,334.5,0.764705882352941,2_decrease
chr1:90035528:+,3.05706839318664e-13,0.198610930047774,-150.5,0.490196078431373,1_increase
chr1:92402228:+,8.84398807604257e-11,0.212558698690045,-225,0.627450980392157,1_increase
chr1:93137566:+,4.0842465320875e-12,-0.158364218797943,503.5,0.588235294117647,2_decrease
chr1:93139075:+,1.30855448346958e-10,0.158364218797943,-61.5,0.666666666666667,1_increase
chr1:100026887:+,0.0327393363657915,-0.16260909557982,-85,0.686274509803922,2_decrease
chr1:100026976:+,0.0327393363657915,0.16260909557982,-174,0.686274509803922,1_increase
chr1:100976491:+,7.42502675938471e-08,-0.398339001507348,386.5,0.627450980392157,2_decrease
chr1:100981755:+,7.42502675938471e-08,0.398339001507348,-402.5,0.529411764705882,1_increase
chr1:107059030:+,0.00861314943580395,-0.126314823569461,173,0.509803921568627,2_decrease
chr1:107059292:+,0.00861314943580395,0.126314823569461,-89,0.509803921568627,1_increase
chr1:107481854:+,7.01299389287452e-06,-0.135226273496267,-481.5,0.705882352941177,2_decrease
chr1:111713113:+,7.62938725940652e-33,-0.259301155848481,477,0.470588235294118,2_decrease
chr1:111716688:+,1.05919946308089e-42,0.259301155848481,-97,0.529411764705882,1_increase
chr1:113125201:+,1.57735423984152e-07,-0.138525679723235,503.5,0.647058823529412,2_decrease
chr1:113132259:+,1.57735423984152e-07,0.138525679723235,-111,0.647058823529412,1_increase
chr1:113912468:+,0.00289711124878633,-0.173948985144812,-239,0.431372549019608,2_decrease
chr1:116988601:+,1.88985950437711e-07,-0.157066462528352,324.5,0.549019607843137,2_decrease
chr1:116990356:+,1.88985950437711e-07,0.157066462528352,-46.5,0.529411764705882,1_increase
chr1:117525351:+,1.38021492683433e-09,-0.15528296184001,-98.5,0.509803921568627,2_decrease
chr1:117528868:+,1.38021492683433e-09,0.15528296184001,-221,0.549019607843137,1_increase
chr1:117959755:+,3.4131918555544e-23,-0.171639679062368,547,0.607843137254902,2_decrease
chr1:147626212:+,0.000442716012231652,0.139129198718943,-39,0.411764705882353,1_increase
chr1:148985691:+,9.34634272015584e-05,-0.100745011243425,202,0.607843137254902,2_decrease
chr1:148993879:+,2.58382732609511e-06,-0.104566079394744,-39.5,0.568627450980392,2_decrease
chr1:149033015:+,1.29419736604878e-11,0.199624179208023,192,0.529411764705882,1_increase
chr1:150353337:+,6.44548222421556e-10,0.117568544350231,-166,0.568627450980392,1_increase
chr1:150473710:+,1.13471357077909e-13,-0.159127016985066,449.5,0.627450980392157,2_decrease
chr1:150945318:+,2.84058258321338e-13,-0.185224114065524,-41.5,0.627450980392157,2_decrease
chr1:150964735:+,2.84058258321338e-13,0.185224114065524,-36.5,0.588235294117647,1_increase
chr1:151037017:+,0.000134857858040948,-0.320425489543136,-12,0.529411764705882,2_decrease
chr1:151047584:+,0.000134857858040948,0.320425489543136,-103.5,0.607843137254902,1_increase
chr1:154263502:+,8.2619592879197e-36,-0.223178279630867,503.5,0.607843137254902,2_decrease
chr1:154271509:+,2.21590170879618e-37,0.232890170287264,-17,0.470588235294118,1_increase
chr1:154989011:+,1.11322264563257e-28,-0.3109448708083,229,0.549019607843137,2_decrease
chr1:156093808:+,2.34206274437856e-12,-0.18038938516464,126.5,0.274509803921569,2_decrease
chr1:156140080:+,0.00476699133476915,0.232855394865769,-82.5,0.647058823529412,1_increase
chr1:156729867:+,7.07666903966368e-13,-0.234069025208266,433.5,0.549019607843137,2_decrease
chr1:156736949:+,7.07666903966368e-13,0.234069025208266,-268.5,0.450980392156863,1_increase
chr1:160214638:+,2.46999440321373e-10,-0.136214045170406,504,0.568627450980392,2_decrease
chr1:160215370:+,2.46999440321373e-10,0.136214045170406,-30,0.588235294117647,1_increase
chr1:161368304:+,4.07675594597747e-08,-0.235204138958658,505.5,0.549019607843137,2_decrease
chr1:161370438:+,5.26836960490038e-10,0.129406894607973,131.5,0.490196078431373,1_increase
chr1:161964069:+,6.53074701888513e-27,0.345208137467486,-152.5,0.509803921568627,1_increase
chr1:162599831:+,5.21576178219884e-07,-0.115905868778943,-97.5,0.568627450980392,2_decrease
chr1:167790153:+,4.76474491165895e-19,-0.179717064727869,502.5,0.529411764705882,2_decrease
chr1:167790820:+,0.0172568595236092,0.106542118147768,-138,0.470588235294118,1_increase
chr1:168075785:+,5.34859133632215e-09,-0.123668360524148,40.5,0.568627450980392,2_decrease
chr1:168075830:+,2.95290017217354e-12,0.123668360524148,-4.5,0.568627450980392,1_increase
chr1:168200206:+,2.13610125894585e-12,-0.144387157296097,501,0.607843137254902,2_decrease
chr1:168202108:+,1.04239831856928e-14,0.144387157296097,-40.5,0.607843137254902,1_increase
chr1:171796958:+,0.000297533326498449,-0.136973009475152,339,0.529411764705882,2_decrease
chr1:171797712:+,6.73480968853819e-05,0.136973009475152,-130.5,0.588235294117647,1_increase
chr1:173488011:+,3.53815831862589e-14,-0.133455596127502,633.5,0.647058823529412,2_decrease
chr1:173488806:+,3.53815831862589e-14,0.133455596127502,-35,0.588235294117647,1_increase
chr1:178478849:+,1.57923658599195e-10,-0.166277555428499,-100.5,0.627450980392157,2_decrease
chr1:178920100:+,2.11077144067925e-23,-0.199892862660168,431.5,0.607843137254902,2_decrease
chr1:178921839:+,3.60007180416535e-21,0.202288153788967,-72,0.588235294117647,1_increase
chr1:179919707:+,0.000359158828757005,-0.193782545956459,295.5,0.509803921568627,2_decrease
chr1:179920068:+,0.000359158828757005,0.193782545956459,-65.5,0.509803921568627,1_increase
chr1:183143024:+,0.000235921870746865,-0.155194715431003,83.5,0.549019607843137,2_decrease
chr1:183145591:+,1.9830786058713e-05,0.177620361875212,-99.5,0.568627450980392,1_increase
chr1:184620325:+,5.92070111081616e-40,-0.398558626148329,430,0.666666666666667,2_decrease
chr1:184629019:+,3.58281671816371e-72,0.398558626148329,-108.5,0.568627450980392,1_increase
chr1:185102173:+,2.24269766510915e-27,-0.219303778900002,314,0.627450980392157,2_decrease
chr1:185102221:+,1.25429608983736e-60,0.31321938872108,266,0.627450980392157,1_increase
chr1:185291493:+,3.56130994102208e-16,-0.319112732675585,256.5,0.490196078431373,2_decrease
chr1:186419231:+,2.66498653967256e-06,-0.353264305338553,466,0.431372549019608,2_decrease
chr1:186421373:+,2.66498653967256e-06,0.353264305338553,-169.5,0.411764705882353,1_increase
chr1:201823342:+,1.05981844754073e-42,-0.249108913807663,91.5,0.529411764705882,2_decrease
chr1:201876960:+,7.810074124454e-45,-0.279183447635315,455,0.568627450980392,2_decrease
chr1:201884288:+,3.34331722599465e-62,0.362638477810308,-400.5,0.529411764705882,1_increase
chr1:203733627:+,0.00491135246102874,-0.119983859062309,102,0.803921568627451,2_decrease
chr1:203744079:+,0.00491135246102874,0.119983859062309,-182.5,0.588235294117647,1_increase
chr1:204554200:+,2.46290095135957e-11,-0.115028919539192,495,0.568627450980392,2_decrease
chr1:204558118:+,3.05487739257173e-09,0.131857840764884,-79,0.588235294117647,1_increase
chr1:206653981:+,7.41491355275432e-08,-0.188293279755412,-516.5,0.568627450980392,2_decrease
chr1:206655156:+,4.61835591786671e-06,0.168883318677322,-60,0.725490196078431,1_increase
chr1:207340765:+,2.46598692748429e-05,-0.319468277138142,393.5,0.627450980392157,2_decrease
chr1:207360501:+,2.46598692748429e-05,0.319468277138142,-59.5,0.450980392156863,1_increase
chr1:209851795:+,2.31569199718704e-14,-0.276750741333905,159.5,0.392156862745098,2_decrease
chr1:209857563:+,2.52772770442709e-15,0.27569550828629,-161.5,0.254901960784314,1_increase
chr1:210244118:+,4.51317604889053e-06,-0.171685270075516,233,0.607843137254902,2_decrease
chr1:210246531:+,2.86285158808797e-05,0.175839432662052,-137.5,0.607843137254902,1_increase
chr1:211432534:+,0.0243665603926932,-0.168408944180332,89,0.647058823529412,2_decrease
chr1:211435330:+,0.0243665603926932,0.168408944180333,-100.5,0.549019607843137,1_increase
chr1:212446139:+,2.35149157947259e-05,-0.194443882607675,164.5,0.529411764705882,2_decrease
chr1:212446378:+,2.35149157947259e-05,0.194443882607675,-74.5,0.529411764705882,1_increase
chr1:213273464:+,1.88231261042461e-22,-0.205404715326135,195,0.666666666666667,2_decrease
chr1:213274608:+,1.88231261042461e-22,0.205404715326135,130.5,0.568627450980392,1_increase
chr1:218331574:+,3.10603167877976e-11,-0.121589503629503,30.5,0.705882352941177,2_decrease
chr1:218337979:+,3.58943097678336e-22,0.233472873053426,-38,0.549019607843137,1_increase
chr1:220582897:+,1.06060443321568e-43,0.243871858947637,352,0.686274509803922,1_increase
chr1:220662458:+,2.22908723158795e-19,-0.106083983437623,43.5,0.627450980392157,2_decrease
chr1:220663930:+,1.11477538924172e-08,-0.125846199580732,219,0.549019607843137,2_decrease
chr1:222713904:+,1.61254720395449e-25,-0.152901173007323,487.5,0.666666666666667,2_decrease
chr1:222735185:+,1.61254720395449e-25,0.152901173007323,-91,0.529411764705882,1_increase
chr1:224521221:+,0.000135869721044602,-0.116220907097272,478.5,0.588235294117647,2_decrease
chr1:224740552:+,2.58190392312251e-14,0.409962522596696,-52,0.647058823529412,1_increase
chr1:228099123:+,4.64321902335096e-24,-0.1208206874485,45.5,0.490196078431373,2_decrease
chr1:228099209:+,4.64321902335096e-24,0.1208206874485,-40.5,0.490196078431373,1_increase
chr1:230280078:+,1.24945320455369e-13,-0.158833178606487,281,0.588235294117647,2_decrease
chr1:230282119:+,7.7832273960388e-06,0.158833178606487,-54.5,0.529411764705882,1_increase
chr1:231000593:+,0.000898279252125127,-0.147551533366368,-73,0.627450980392157,2_decrease
chr1:231000731:+,0.000898279252125127,0.147551533366367,-211,0.627450980392157,1_increase
chr1:231354242:+,0.0301738059595973,-0.133375918750501,510.5,0.607843137254902,2_decrease
chr1:231355032:+,0.0208891398748846,0.119701667896609,-211.5,0.647058823529412,1_increase
chr1:232978390:+,2.43618920340462e-05,-0.126016380427423,192,0.568627450980392,2_decrease
chr1:236208906:+,5.85453634742727e-17,-0.369857497527747,-445.5,0.607843137254902,2_decrease
chr1:236215994:+,5.85453634742727e-17,0.369857497527748,-246,0.647058823529412,1_increase
chr1:244656522:+,8.57053764208903e-05,-0.261775947345422,447.5,0.705882352941177,2_decrease
chr1:244709030:+,0.0142743570614138,0.218692857578155,-65,0.549019607843137,1_increase
chr1:244843283:+,2.23386292392183e-22,-0.226002776964293,135,0.470588235294118,2_decrease
chr1:244845054:+,3.94780908938e-31,0.230241894922745,-156.5,0.549019607843137,1_increase
chr1:245090439:+,7.34278875906296e-08,0.131565926357639,8,0.607843137254902,1_increase
chr1:245703254:+,1.38775998746726e-16,-0.231373481152776,-256,0.352941176470588,2_decrease
chr1:246668592:+,0.000260895846346827,0.125679282912871,-291.5,0.529411764705882,1_increase
chr1:1253914:-,4.40760944903548e-22,0.129478444433848,-49,0.705882352941177,1_increase
chr1:1254901:-,4.40760944903548e-22,-0.129478444433848,-29,0.529411764705882,2_decrease
chr1:1392293:-,5.28487264367006e-77,-0.139423565805896,-47,0.568627450980392,2_decrease
chr1:1541673:-,6.96289767941538e-113,0.325672599687741,-37,0.470588235294118,1_increase
chr1:1562351:-,4.88365667804446e-101,-0.325672599687741,507.5,0.470588235294118,2_decrease
chr1:6185032:-,1.40212074474161e-27,0.121703140404604,-164,0.705882352941177,1_increase
chr1:6186218:-,2.4055683731964e-60,-0.215482585424696,445,0.588235294117647,2_decrease
chr1:9926293:-,0.00263259974245117,0.129470334280068,-66,0.529411764705882,1_increase
chr1:9926393:-,6.09209182228699e-11,-0.141123852746666,34,0.431372549019608,2_decrease
chr1:9930247:-,2.55119566805586e-07,-0.118913154630549,434,0.470588235294118,2_decrease
chr1:10456523:-,1.95210718958721e-05,0.260300555478733,-109.5,0.568627450980392,1_increase
chr1:10462467:-,1.95210718958721e-05,-0.260300555478733,-214,0.549019607843137,2_decrease
chr1:16246841:-,5.90959841175914e-18,0.249784513153725,-51.5,0.490196078431373,1_increase
chr1:16250661:-,1.83041819896565e-19,-0.24420234807312,444,0.431372549019608,2_decrease
chr1:19338775:-,0.000173270977732933,0.157364241814909,-140,0.411764705882353,1_increase
chr1:20651779:-,0.000447036001946923,0.174837471896241,-383.5,0.392156862745098,1_increase
chr1:20652188:-,0.000447036001946923,-0.174837471896241,25.5,0.647058823529412,2_decrease
chr1:20742678:-,1.28093434481215e-20,0.146272613238586,-35.5,0.588235294117647,1_increase
chr1:20754057:-,2.08412693813382e-36,-0.146272613238586,362.5,0.470588235294118,2_decrease
chr1:20806886:-,2.04197932513764e-09,0.332955516201887,462,0.529411764705882,1_increase
chr1:21175116:-,5.03932238187045e-12,-0.349712078982723,505.5,0.549019607843137,2_decrease
chr1:21678902:-,3.42704038558149e-13,0.127226012304411,-6,0.549019607843137,1_increase
chr1:23304691:-,1.07696706015986e-47,0.209360680493134,494,0.588235294117647,1_increase
chr1:23309786:-,4.89377410417242e-51,-0.209360680493134,495.5,0.568627450980392,2_decrease
chr1:23359448:-,4.46703001043491e-09,0.240803994528193,-127,0.549019607843137,1_increase
chr1:23359974:-,4.46703001043491e-09,-0.240803994528193,399,0.607843137254902,2_decrease
chr1:25834005:-,0.00133029294899864,0.199802077088754,84,0.470588235294118,1_increase
chr1:25834826:-,0.00133029294899864,-0.199802077088754,510,0.352941176470588,2_decrease
chr1:26876132:-,1.24110456802469e-15,0.200739732826302,-36,0.607843137254902,1_increase
chr1:26879381:-,1.24110456802469e-15,-0.200739732826302,-47,0.627450980392157,2_decrease
chr1:28603098:-,0.00462184084697653,-0.289015151515152,-43,0.470588235294118,2_decrease
chr1:28603354:-,0.00462184084697653,0.289015151515152,213,0.431372549019608,1_increase
chr1:32333839:-,4.52519181353829e-13,0.144343062933738,-12.5,0.745098039215686,1_increase
chr1:32334075:-,4.52519181353829e-13,-0.144343062933738,223.5,0.509803921568627,2_decrease
chr1:33013044:-,3.02054295455641e-17,-0.184579278660058,500,0.666666666666667,2_decrease
chr1:34986981:-,3.51947285368821e-10,0.207774441616317,-21,0.647058823529412,1_increase
chr1:34988180:-,3.51947285368821e-10,-0.207774441616317,-46.5,0.647058823529412,2_decrease
chr1:35176380:-,1.43643409297173e-128,0.191455404117309,-36,0.705882352941177,1_increase
chr1:35183601:-,6.55658578771518e-39,-0.191455404117309,509,0.509803921568627,2_decrease
chr1:36136573:-,3.08084827764399e-14,0.103569955761623,-16,0.588235294117647,1_increase
chr1:36137031:-,3.08084827764399e-14,-0.103569955761623,442,0.588235294117647,2_decrease
chr1:42765433:-,6.27431972020301e-11,-0.18035685376195,-335.5,0.529411764705882,2_decrease
chr1:44651124:-,3.89658506484349e-05,-0.238814824015421,58,0.470588235294118,2_decrease
chr1:45204306:-,7.29256941301503e-07,0.106935710838462,-91.5,0.568627450980392,1_increase
chr1:46557418:-,1.27544249670877e-12,0.114202284925109,-137,0.372549019607843,1_increase
chr1:46580441:-,1.27544249670877e-12,-0.114202284925109,-86.5,0.529411764705882,2_decrease
chr1:46632740:-,5.57683686659517e-11,0.171695647386896,-88.5,0.431372549019608,1_increase
chr1:46635040:-,5.57683686659517e-11,-0.171695647386896,511.5,0.607843137254902,2_decrease
chr1:50437028:-,4.15490583651879e-30,0.164966650282502,-328,0.627450980392157,1_increase
chr1:50441275:-,5.6335550645401e-10,-0.129935502869562,396,0.450980392156863,2_decrease
chr1:51354414:-,3.10400334223002e-13,0.123396293436775,29.5,0.392156862745098,1_increase
chr1:51355237:-,2.77439699646047e-11,-0.107778782592025,489,0.686274509803922,2_decrease
chr1:52423277:-,1.40297934194645e-06,0.185820654181393,-19,0.588235294117647,1_increase
chr1:52423402:-,5.22186595654207e-05,0.184505701950831,106,0.588235294117647,1_increase
chr1:52438404:-,7.18584551048695e-19,-0.370326356132224,447.5,0.411764705882353,2_decrease
chr1:52684450:-,5.27177853665468e-30,0.158335087418067,-96.5,0.352941176470588,1_increase
chr1:52686837:-,6.62098491145118e-24,-0.158335087418067,75,0.568627450980392,2_decrease
chr1:53214101:-,0.000146969347520526,0.145846304750415,-127,0.392156862745098,1_increase
chr1:53214473:-,1.04094989745105e-06,-0.1631453809536,245,0.529411764705882,2_decrease
chr1:54225432:-,8.55387783569088e-41,0.120765814310069,-41,0.647058823529412,1_increase
chr1:54226518:-,8.55387783569088e-41,-0.120765814310068,-13.5,0.549019607843137,2_decrease
chr1:58781491:-,1.8238696245274e-09,-0.130023409717667,504,0.450980392156863,2_decrease
chr1:77564505:-,9.07511366036776e-06,-0.171398932409207,-40,0.686274509803922,2_decrease
chr1:77944055:-,1.19607109550445e-47,0.27170397938133,-244,0.352941176470588,1_increase
chr1:77948404:-,5.49095326716134e-59,-0.27170397938133,-41,0.568627450980392,2_decrease
chr1:84644477:-,3.5707474068003e-06,0.22286932194053,523,0.372549019607843,1_increase
chr1:84644973:-,3.5707474068003e-06,-0.22286932194053,466.5,0.490196078431373,2_decrease
chr1:85274446:-,0.0322321488822622,-0.16598247727096,-30.5,0.470588235294118,2_decrease
chr1:86862446:-,0.00429760250885292,0.101573226780061,-106,0.549019607843137,1_increase
chr1:86862721:-,0.00429760250885292,-0.101573226780061,169,0.431372549019608,2_decrease
chr1:90915640:-,3.20996597542258e-07,0.20154838972717,192.5,0.529411764705882,1_increase
chr1:91020434:-,3.04638142895553e-05,-0.132254673294774,464,0.529411764705882,2_decrease
chr1:92508697:-,0.00186959105246369,0.233739121398695,-66,0.509803921568627,1_increase
chr1:92512471:-,0.00186959105246369,-0.233739121398696,509.5,0.725490196078431,2_decrease
chr1:94982865:-,0.0348866409153615,-0.135509486788661,186.5,0.509803921568627,2_decrease
chr1:100186922:-,0.0428153424030345,0.128026580020485,-506.5,0.627450980392157,1_increase
chr1:100990063:-,3.69119323919613e-19,-0.140073831803857,-225,0.490196078431373,2_decrease
chr1:108929938:-,4.77379131663403e-08,0.132717390117136,106,0.509803921568627,1_increase
chr1:108932298:-,0.0010367438520318,-0.112581008727761,395.5,0.509803921568627,2_decrease
chr1:109309576:-,4.55282898211103e-12,0.163585292893402,-30,0.588235294117647,1_increase
chr1:109399041:-,1.07923889131163e-29,0.229331091074652,-474,0.490196078431373,1_increase
chr1:109401850:-,4.46467644359987e-29,-0.229331091074652,-46.5,0.686274509803922,2_decrease
chr1:110950161:-,3.90162970634533e-05,-0.273767914797701,285,0.490196078431373,2_decrease
chr1:112525283:-,2.28113459166709e-06,0.125813457446318,341.5,0.509803921568627,1_increase
chr1:112610455:-,6.15325679862714e-24,-0.388017250948285,-471.5,0.352941176470588,2_decrease
chr1:113697209:-,1.14427368591921e-06,0.237865657264906,-20.5,0.647058823529412,1_increase
chr1:113705766:-,0.0124458819181272,-0.105673249478006,34.5,0.666666666666667,2_decrease
chr1:114567736:-,9.68638384863549e-06,-0.161455855573235,135.5,0.549019607843137,2_decrease
chr1:115049217:-,0.00681246928147724,0.104350169844116,-357.5,0.568627450980392,1_increase
chr1:145738871:-,2.32108672105663e-87,0.344834656644197,-84,0.549019607843137,1_increase
chr1:145742406:-,1.6000347646599e-13,-0.137324674102973,219.5,0.568627450980392,2_decrease
chr1:145744433:-,1.66309198069257e-30,-0.207509982541224,101,0.470588235294118,2_decrease
chr1:145933424:-,2.39506425468097e-07,0.204776061532471,-100.5,0.450980392156863,1_increase
chr1:145935997:-,2.39506425468097e-07,-0.204776061532471,478.5,0.627450980392157,2_decrease
chr1:150622127:-,5.24063191239187e-18,-0.230994483668105,156.5,0.470588235294118,2_decrease
chr1:150623614:-,2.4720969828162e-32,0.220753304586455,392.5,0.372549019607843,1_increase
chr1:150809715:-,5.97487581273091e-12,-0.228710806489433,-59,0.784313725490196,2_decrease
chr1:150810097:-,5.97487581273091e-12,0.228710806489433,323,0.529411764705882,1_increase
chr1:153804728:-,2.36048800850624e-16,0.294576937644768,-77,0.627450980392157,1_increase
chr1:153806104:-,2.36048800850624e-16,-0.294576937644768,-229.5,0.470588235294118,2_decrease
chr1:154548574:-,5.2415181069953e-74,0.239153514278659,-87.5,0.392156862745098,1_increase
chr1:154549985:-,5.2415181069953e-74,-0.23915351427866,471,0.411764705882353,2_decrease
chr1:156035302:-,3.46508419338582e-17,-0.212083037783777,-494.5,0.549019607843137,2_decrease
chr1:156290091:-,0.000106167497402405,0.187856215710511,-105,0.352941176470588,1_increase
chr1:156292693:-,0.000106167497402405,-0.187856215710511,85,0.509803921568627,2_decrease
chr1:156463727:-,3.21262543173157e-29,0.190082442393727,-45.5,0.627450980392157,1_increase
chr1:156466225:-,3.21262543173157e-29,-0.190082442393727,594,0.490196078431373,2_decrease
chr1:160276877:-,1.13555305636653e-08,0.228557886247248,438,0.529411764705882,1_increase
chr1:160278481:-,7.17507898515703e-07,-0.245490348965969,303,0.529411764705882,2_decrease
chr1:160996194:-,1.33437009483349e-07,0.257077682385633,447.5,0.568627450980392,1_increase
chr1:160997699:-,1.33437009483349e-07,-0.257077682385633,515.5,0.431372549019608,2_decrease
chr1:166908192:-,0.000505360795595635,0.152218878084752,-234,0.568627450980392,1_increase
chr1:166913206:-,0.000505360795595635,-0.152218878084752,-207,0.549019607843137,2_decrease
chr1:169849631:-,5.55863126304511e-05,0.192683025080753,-189.5,0.313725490196078,1_increase
chr1:169853090:-,5.55863126304511e-05,-0.192683025080753,268,0.549019607843137,2_decrease
chr1:175011349:-,6.58393367056142e-07,0.126589154616779,-75,0.509803921568627,1_increase
chr1:179107615:-,2.29829008674222e-20,-0.117119621040989,323.5,0.411764705882353,2_decrease
